Date,Price,Open,High,Low,Vol.,Change %
12/11/2014,3825.33,3859.77,3873.23,3812.16,,-0.89%
12/10/2014,3859.57,3913.18,3925.1,3853.01,,-1.32%
12/09/2014,3911.27,3970.21,3970.21,3908.77,,-1.43%
12/05/2014,3968.12,3946.09,3979.76,3946.09,,0.67%
12/04/2014,3941.88,3949.36,3961.05,3939.46,,-0.16%
12/03/2014,3948.27,3948.93,3960.47,3945.02,,-0.02%
12/02/2014,3948.93,3958.49,3974.5,3942.52,,-0.24%
12/01/2014,3958.49,3991.78,3994.64,3957.21,,-0.83%
11/28/2014,3991.78,3981.93,4002.62,3975.61,,0.27%
11/27/2014,3981.06,3962.08,3982.95,3961.59,,0.48%
11/26/2014,3962.08,3975.86,3987.5,3960.85,,-0.35%
11/25/2014,3975.86,3972.04,3981.2,3964.5,,0.10%
11/24/2014,3972.04,3988.19,3996.95,3965.51,,-0.40%
11/21/2014,3988.04,3976.18,4005.78,3975.58,,0.30%
11/20/2014,3976.18,3975.15,3979.85,3965.75,,0.03%
11/19/2014,3975.15,3933.64,3977.36,3932.68,,1.06%
11/18/2014,3933.64,3921.98,3938.92,3916.55,,0.30%
11/17/2014,3921.98,3919.85,3931.88,3916.79,,0.05%
11/14/2014,3919.85,3931.8,3931.8,3911.1,,-0.30%
11/13/2014,3931.8,3921.62,3939.76,3919.77,,0.26%
11/12/2014,3921.62,3891.37,3929.83,3882.63,,0.78%
11/11/2014,3891.37,3890.44,3895.65,3878.27,,0.02%
11/10/2014,3890.44,3888.07,3892.52,3875.23,,0.06%
11/07/2014,3888.07,3891.97,3899.23,3886.18,,-0.06%
11/06/2014,3890.3,3908.87,3909.97,3888.21,,-0.46%
11/05/2014,3908.46,3903.09,3914.84,3901.79,,0.19%
11/04/2014,3901.15,3900.92,3917.32,3890.91,,0.00%
11/03/2014,3901.14,3851.1,3904.16,3847.13,,1.30%
10/30/2014,3850.97,3804.9,3859.03,3804.9,,1.21%
10/29/2014,3804.9,3792.22,3813.85,3787.01,,0.33%
10/28/2014,3792.22,3794.83,3812.72,3784.18,,-0.07%
10/27/2014,3794.83,3822.55,3828.94,3784.42,,-0.73%
10/24/2014,3822.55,3817.21,3833.3,3816.37,,0.15%
10/23/2014,3816.88,3808.9,3829.38,3806.79,,0.22%
10/22/2014,3808.67,3794.5,3819.57,3793.49,,0.37%
10/21/2014,3794.5,3757.11,3809.44,3757.11,,1.00%
10/20/2014,3757.11,3761.74,3769.47,3751.73,,-0.10%
10/17/2014,3760.74,3778.03,3814.01,3753.98,,-0.46%
10/16/2014,3778.03,3791.28,3800.81,3770.18,,-0.35%
10/15/2014,3791.28,3846.23,3846.23,3784.53,,-1.43%
10/14/2014,3846.23,3858.49,3863.46,3839.94,,-0.32%
10/13/2014,3858.49,3832.42,3871.82,3832.42,,0.69%
10/10/2014,3831.91,3884.77,3885.99,3827.9,,-1.36%
10/09/2014,3884.81,3920.01,3920.08,3881.01,,-0.73%
10/08/2014,3913.52,3933.99,3939.82,3907.61,,-0.51%
10/07/2014,3933.41,3948.64,3948.64,3921.31,,-0.39%
10/06/2014,3948.68,3923.36,3954.32,3923.09,,0.62%
10/03/2014,3924.31,3875.58,3926.23,3875.58,,1.34%
10/02/2014,3872.52,3882.76,3890.35,3838.87,,-0.25%
10/01/2014,3882.16,3943.56,3944.71,3879.12,,-1.56%
09/30/2014,3943.56,3944.87,3952.3,3932.26,,-0.01%
09/29/2014,3943.88,3967.02,3967.54,3915.2,,-0.62%
09/26/2014,3968.61,3976.13,3984.5,3967.39,,-0.19%
09/25/2014,3976.17,3973.94,3981.44,3965.44,,0.09%
09/24/2014,3972.79,3962.13,3977.82,3961.83,,0.27%
09/23/2014,3962.28,4000.71,4001.27,3956.97,,-0.93%
09/22/2014,3999.34,4025.86,4032.42,3996.67,,-0.73%
09/17/2014,4028.55,3994.1,4031.72,3993.98,,0.87%
09/16/2014,3993.99,3968.08,4018.28,3967.97,,0.65%
09/15/2014,3968.13,3992.84,3997.31,3965.98,,-0.57%
09/12/2014,3990.97,4026.01,4038.83,3987.67,,-0.86%
09/11/2014,4025.73,4067.22,4067.33,4022.49,,-1.02%
09/10/2014,4067.05,4062.52,4069.33,4046.79,,0.11%
09/09/2014,4062.51,4054.08,4067.95,4054.08,,0.06%
09/08/2014,4060.05,4072.62,4072.81,4052.13,,-0.28%
09/05/2014,4071.26,4086.33,4086.43,4062.29,,-0.37%
09/04/2014,4086.33,4094.65,4120.17,4080.28,,-0.20%
09/03/2014,4094.65,4055.1,4100.16,4055.1,,0.98%
09/02/2014,4055.1,4012.06,4061.97,4009.86,,1.07%
09/01/2014,4012.06,3997.15,4019.04,3987.48,,0.39%
08/29/2014,3996.63,3963.78,3999.26,3961.82,,0.83%
08/28/2014,3963.78,3973.31,3974.12,3954.77,,-0.24%
08/27/2014,3973.31,3952.12,3974.89,3950.6,,0.55%
08/26/2014,3951.44,3945.78,3963.82,3942.24,,0.14%
08/25/2014,3945.78,3950.01,3952.63,3941.82,,-0.11%
08/22/2014,3950.01,3970.34,3972.95,3944.05,,-0.49%
08/21/2014,3969.36,3978,3984.23,3966.72,,-0.22%
08/20/2014,3978,3947.96,3983.24,3945.57,,0.76%
08/19/2014,3947.96,3953.56,3957.23,3939.57,,-0.14%
08/18/2014,3953.56,3955.38,3963.86,3942.9,,-0.05%
08/14/2014,3955.38,3953.08,3957.31,3936.48,,0.07%
08/13/2014,3952.77,3924.05,3954.16,3918.99,,0.73%
08/12/2014,3924.05,3926.35,3929.61,3914.35,,-0.06%
08/11/2014,3926.35,3894.46,3930.1,3892.73,,0.82%
08/08/2014,3894.46,3906.73,3906.73,3880.92,,-0.31%
08/07/2014,3906.73,3923.37,3928.06,3905.81,,-0.42%
08/06/2014,3923.37,3940.62,3941.95,3920.74,,-0.44%
08/05/2014,3940.62,3934.93,3945.75,3931.06,,0.14%
08/04/2014,3934.93,3904.93,3937.88,3902.86,,0.77%
08/01/2014,3904.93,3875.44,3907.37,3874.63,,0.76%
07/31/2014,3875.44,3906.37,3906.37,3858.78,,-0.79%
07/30/2014,3906.37,3914.86,3920.2,3898.73,,-0.22%
07/29/2014,3914.86,3918.56,3933.18,3903.75,,-0.09%
07/28/2014,3918.56,3918.79,3924.49,3911.34,,-0.01%
07/25/2014,3918.79,3929.51,3933.61,3909.79,,-0.27%
07/24/2014,3929.51,3921.98,3936.67,3917.17,,0.19%
07/23/2014,3921.98,3931.11,3931.35,3911.26,,-0.23%
07/22/2014,3931.11,3936.83,3950.45,3927.73,,-0.15%
07/21/2014,3936.83,3945.89,3945.89,3924.13,,-0.22%
07/18/2014,3945.35,3946.67,3958.84,3938.58,,-0.03%
07/17/2014,3946.67,3964.22,3976.68,3943.24,,-0.44%
07/15/2014,3964.22,3964.81,3985.85,3956.25,,-0.01%
07/14/2014,3964.81,3978.32,3985.49,3955.43,,-0.24%
07/11/2014,3974.45,3967.36,3977.24,3962.01,,0.18%
07/10/2014,3967.36,3974.34,3976.38,3948.24,,-0.18%
07/09/2014,3974.34,3920.66,3978.12,3920.66,,1.37%
07/08/2014,3920.66,3882.17,3922.39,3879.53,,0.99%
07/07/2014,3882.17,3887.55,3890.21,3871,,-0.14%
07/04/2014,3887.55,3893.48,3897.17,3883.27,,-0.15%
07/03/2014,3893.48,3887.72,3897.7,3878.33,,0.15%
07/02/2014,3887.72,3871.02,3888.86,3868.27,,0.43%
07/01/2014,3871.02,3875.73,3880.12,3866.28,,-0.12%
06/30/2014,3875.73,3874.47,3876.84,3866.93,,0.03%
06/27/2014,3874.47,3886.91,3890.73,3872.74,,-0.32%
06/26/2014,3886.91,3893.83,3893.83,3876.86,,-0.18%
06/25/2014,3893.83,3902.03,3902.03,3885.87,,-0.21%
06/24/2014,3902.03,3879.98,3903.88,3876.99,,0.57%
06/23/2014,3879.98,3870.61,3881.52,3861.42,,0.25%
06/20/2014,3870.2,3893.56,3894.74,3865.37,,-0.60%
06/19/2014,3893.56,3869.3,3896.07,3869.3,,0.63%
06/18/2014,3869.3,3827.68,3875.16,3823.59,,1.09%
06/17/2014,3827.68,3841.28,3842.13,3824.82,,-0.35%
06/16/2014,3841.28,3863.13,3863.46,3839.69,,-0.57%
06/13/2014,3863.13,3890.77,3892.17,3856.83,,-0.71%
06/12/2014,3890.77,3907.07,3907.07,3883.12,,-0.41%
06/11/2014,3906.91,3929.53,3930.29,3895.57,,-0.58%
06/10/2014,3929.53,3912.01,3934.97,3903.55,,0.45%
06/09/2014,3912.01,3936.37,3942.07,3908.22,,-0.62%
06/06/2014,3936.37,3940.35,3945.18,3934.73,,-0.10%
06/05/2014,3940.35,3916.96,3942.02,3914.4,,0.60%
06/04/2014,3916.96,3914.19,3918.2,3900.05,,0.21%
06/03/2014,3908.83,3891.19,3908.83,3883.44,,0.45%
06/02/2014,3891.19,3903.81,3920.91,3885.98,,-0.32%
05/30/2014,3903.81,3944.21,3948.84,3893.85,,-1.02%
05/29/2014,3944.21,3929.3,3946.08,3926.68,,0.38%
05/28/2014,3929.3,3930.02,3937.68,3919.25,,-0.02%
05/27/2014,3930.02,3959.01,3971.47,3923.03,,-0.73%
05/26/2014,3959.01,3961.79,3970.4,3957.06,,-0.03%
05/23/2014,3960.06,3926.87,3964.01,3926.87,,0.89%
05/22/2014,3925.31,3881.35,3927.85,3881.35,,1.13%
05/20/2014,3881.35,3940.09,3940.09,3867.45,,-1.37%
05/19/2014,3935.28,3970.81,3971.9,3929.1,,-0.86%
05/16/2014,3969.38,3949.29,3972.55,3939.91,,0.56%
05/15/2014,3947.2,3964.09,3967.59,3929.46,,-0.43%
05/14/2014,3964.09,3956.33,3965.69,3938.09,,0.20%
05/13/2014,3956.33,3920.17,3959.51,3914.27,,0.92%
05/12/2014,3920.17,3920.66,3923.43,3901.42,,0.41%
05/09/2014,3904.06,3913.67,3913.83,3896.66,,-0.18%
05/08/2014,3910.93,3904.04,3922.22,3893.93,,0.19%
05/07/2014,3903.68,3891.53,3905.31,3887.88,,0.31%
05/06/2014,3891.53,3907,3907,3877.72,,-0.40%
05/05/2014,3907,3938.9,3938.9,3905.16,,-0.58%
05/02/2014,3929.85,3910.38,3932.05,3905.3,,0.52%
04/30/2014,3909.64,3848.09,3913.97,3847.08,,1.63%
04/29/2014,3846.91,3814.24,3850.89,3814.24,,0.89%
04/28/2014,3812.86,3823.65,3825.8,3806.49,,-0.28%
04/25/2014,3823.65,3870.75,3872.85,3820.33,,-1.18%
04/24/2014,3869.16,3872.59,3878.4,3857.73,,-0.06%
04/23/2014,3871.61,3880.31,3883.77,3868.09,,-0.18%
04/22/2014,3878.5,3882.13,3887.86,3872.02,,-0.24%
04/21/2014,3887.86,3898.18,3903.98,3884.17,,-0.20%
04/17/2014,3895.63,3913.95,3918.91,3890.63,,-0.42%
04/16/2014,3912.24,3887.02,3913.02,3879.84,,0.90%
04/15/2014,3877.49,3892.93,3895.78,3858.09,,-0.41%
04/14/2014,3893.51,3857.32,3895.38,3854.01,,0.65%
04/11/2014,3868.35,3854.65,3874.76,3822.44,,0.37%
04/10/2014,3853.95,3863.85,3869.16,3837.06,,-0.26%
04/09/2014,3863.92,3820.76,3866.54,3819.93,,1.09%
04/08/2014,3822.19,3773.29,3828.79,3768.69,,1.16%
04/07/2014,3778.26,3768.08,3783.54,3757.82,,0.31%
04/04/2014,3766.41,3792.37,3813.05,3762.97,,-0.72%
04/03/2014,3793.64,3809.86,3826.52,3779.99,,-0.43%
04/02/2014,3809.86,3792.19,3813.68,3785,,0.40%
04/01/2014,3794.62,3782.1,3799.34,3770.35,,0.58%
03/31/2014,3772.76,3761.88,3786.73,3749.53,,0.34%
03/28/2014,3759.79,3742.98,3766.33,3742.98,,0.47%
03/27/2014,3742.36,3693.69,3746.27,3677.56,,1.22%
03/26/2014,3697.14,3710.29,3721.58,3689.82,,-0.29%
03/25/2014,3707.74,3655,3711.34,3652.49,,1.33%
03/24/2014,3658.94,3638.56,3660.96,3628.5,,0.71%
03/21/2014,3633.2,3654.43,3680.61,3630.31,,-0.62%
03/20/2014,3656.05,3642.3,3663.22,3616.84,,0.47%
03/19/2014,3638.8,3673.91,3674.85,3633.66,,-0.95%
03/18/2014,3673.62,3631.34,3681.54,3628.56,,1.17%
03/17/2014,3631.28,3611.78,3633.73,3611.78,,0.54%
03/14/2014,3611.65,3630.04,3635.06,3607.32,,-0.53%
03/13/2014,3630.76,3623.29,3638.34,3607.26,,0.21%
03/12/2014,3623.29,3659.05,3659.05,3619.15,,-0.98%
03/11/2014,3659.3,3656.62,3669.96,3650.88,,0.19%
03/10/2014,3652.51,3702.06,3704.57,3651.2,,-1.22%
03/07/2014,3697.79,3732.77,3740.71,3694.99,,-0.87%
03/06/2014,3730.39,3715.36,3736.28,3703.86,,0.39%
03/05/2014,3715.81,3714.36,3719.06,3697.7,,0.32%
03/04/2014,3703.81,3661.48,3707.29,3661.48,,1.15%
03/03/2014,3661.64,3720.03,3720.03,3658.85,,-1.54%
02/28/2014,3718.88,3689.73,3722.86,3682.94,,0.81%
02/27/2014,3689.01,3675.1,3695.03,3665.41,,0.37%
02/26/2014,3675.28,3633.86,3682.93,3632.7,,1.14%
02/25/2014,3633.78,3642.34,3644.44,3628.33,,-0.18%
02/24/2014,3640.44,3626.25,3654.62,3616.62,,0.38%
02/21/2014,3626.69,3644.27,3644.27,3620.16,,-0.40%
02/20/2014,3641.09,3641.25,3648.34,3615.18,,0.00%
02/19/2014,3641.25,3648.41,3649.75,3617.32,,-0.19%
02/18/2014,3648.03,3671.66,3684.32,3624.25,,-0.64%
02/17/2014,3671.7,3666.48,3680.12,3656.64,,0.14%
02/14/2014,3666.48,3600.8,3672.61,3600.8,,1.74%
02/13/2014,3603.95,3605.69,3606.8,3563.39,,-0.04%
02/12/2014,3605.45,3548.96,3608.84,3548.96,,1.59%
02/11/2014,3548.88,3507.22,3573.07,3506.42,,1.37%
02/10/2014,3501,3485.78,3505.14,3479.33,,0.45%
02/07/2014,3485.41,3446.99,3490.6,3435.49,,1.11%
02/06/2014,3446.99,3412.61,3453.12,3412.61,,1.12%
02/05/2014,3408.89,3406.43,3413.05,3390.29,,0.05%
02/04/2014,3407.26,3394.63,3422.17,3393.67,,0.41%
02/03/2014,3393.27,3442.67,3450.15,3383.64,,-1.34%
01/31/2014,3439.41,3399.21,3457.74,3369.63,,1.42%
01/30/2014,3391.31,3392.31,3442.11,3377.69,,-0.06%
01/29/2014,3393.31,3484.6,3489.57,3389.84,,-2.69%
01/28/2014,3487,3521.25,3528.86,3484.97,,-0.96%
01/27/2014,3520.82,3596.63,3605.5,3517.66,,-2.14%
01/24/2014,3597.98,3673.13,3673.45,3590.65,,-2.05%
01/23/2014,3673.23,3703.93,3709.06,3661.05,,-0.73%
01/22/2014,3700.08,3679.85,3708.62,3671.91,,0.55%
01/21/2014,3679.77,3685.68,3700.82,3674.36,,-0.19%
01/20/2014,3686.68,3704.88,3706.94,3683.2,,-0.48%
01/17/2014,3704.44,3668.87,3709.28,3662.87,,0.86%
01/16/2014,3673,3655.96,3678.2,3643.55,,0.63%
01/15/2014,3650.07,3621.86,3656.69,3620.47,,0.96%
01/14/2014,3615.22,3618.85,3626.42,3611.6,,-0.10%
01/13/2014,3618.8,3620.11,3626.85,3613.65,,-0.05%
01/10/2014,3620.46,3640.57,3640.57,3610.59,,-0.68%
01/09/2014,3645.12,3689.33,3695.78,3641.43,,-1.21%
01/08/2014,3689.76,3672.51,3695.11,3670.53,,0.44%
01/07/2014,3673.68,3695.05,3698.04,3672.06,,-0.58%
01/06/2014,3694.99,3699.46,3702.08,3687.36,,-0.10%
01/03/2014,3698.6,3694.48,3707.21,3684.3,,0.12%
01/02/2014,3694.33,3704.16,3728.87,3663,,-0.13%
12/30/2013,3699.19,3698.07,3704.52,3686.92,,0.07%
12/27/2013,3696.75,3653.93,3696.75,3653.22,,1.20%
12/26/2013,3652.91,3677.74,3678.44,3646.05,,-0.67%
12/24/2013,3677.59,3679.55,3686.03,3667.07,,-0.05%
12/23/2013,3679.4,3706.28,3709.12,3675.8,,-0.71%
12/20/2013,3705.76,3675.38,3717.43,3671.85,,0.70%
12/19/2013,3679.89,3673.86,3703.72,3673.85,,0.41%
12/18/2013,3664.82,3668.7,3674.55,3652.53,,-0.16%
12/17/2013,3670.87,3692.19,3700.37,3661.18,,-0.48%
12/16/2013,3688.51,3655.27,3696.74,3642.44,,0.85%
12/13/2013,3657.6,3673.74,3677.74,3653.76,,-0.43%
12/12/2013,3673.42,3700.62,3700.62,3661.4,,-0.70%
12/11/2013,3699.27,3708.34,3710.23,3693.88,,-0.24%
12/10/2013,3708.34,3699,3711.89,3691.36,,0.11%
12/09/2013,3704.15,3715.51,3717.15,3698.52,,-0.08%
12/06/2013,3706.94,3730.86,3731.91,3705.29,,-0.61%
12/05/2013,3729.69,3716.95,3731.01,3708.23,,0.40%
12/04/2013,3714.93,3716.18,3724.32,3699.39,,-0.10%
12/03/2013,3718.76,3762.39,3762.85,3715.58,,-1.11%
12/02/2013,3760.5,3783.35,3783.79,3753.78,,-0.75%
11/29/2013,3789.06,3742.26,3798.07,3742.26,,1.26%
11/28/2013,3741.89,3717.87,3743.78,3714.67,,0.67%
11/27/2013,3716.92,3676.14,3721.99,3676.14,,1.23%
11/26/2013,3671.78,3717.48,3717.48,3667.32,,-1.24%
11/25/2013,3717.72,3735.54,3746.01,3709.77,,-0.48%
11/22/2013,3735.54,3713.23,3739.02,3711.13,,0.55%
11/21/2013,3715.14,3764.51,3772.59,3713.81,,-1.32%
11/20/2013,3764.74,3805.69,3816.92,3762.59,,-1.05%
11/19/2013,3804.83,3842.11,3842.13,3800,,-0.97%
11/18/2013,3842.26,3799.86,3847.05,3799,,1.13%
11/15/2013,3799.45,3747.06,3807.81,3737.04,,1.41%
11/14/2013,3746.62,3722.4,3749.45,3722.4,,0.61%
11/13/2013,3723.77,3781.28,3781.28,3717.61,,-1.53%
11/12/2013,3781.46,3771.5,3809.92,3762.63,,0.11%
11/11/2013,3777.42,3840.17,3844.7,3772.89,,-1.57%
11/08/2013,3837.62,3904.28,3904.28,3835.58,,-1.71%
11/07/2013,3904.28,3905.7,3919.01,3893.14,,0.00%
11/06/2013,3904.29,3926.17,3934.65,3893.58,,-0.49%
11/05/2013,3923.33,3923.94,3941.42,3916.59,,0.00%
11/04/2013,3923.48,3915.85,3927.9,3890.03,,0.28%
10/30/2013,3912.44,3871.47,3913.37,3864.4,,1.06%
10/29/2013,3871.47,3885.03,3893.42,3853.01,,-0.35%
10/28/2013,3885.03,3879.11,3892.93,3871.63,,0.15%
10/25/2013,3879.11,3906.88,3911.87,3873.18,,-0.71%
10/24/2013,3906.88,3930.06,3940.55,3897.22,,-0.59%
10/23/2013,3930.06,3894.86,3934.76,3874.52,,0.90%
10/22/2013,3894.86,3891.86,3909.9,3889.52,,0.08%
10/21/2013,3891.86,3849.75,3893.24,3847.96,,1.12%
10/18/2013,3848.61,3823.21,3852.3,3823.21,,0.66%
10/17/2013,3823.21,3856.42,3856.42,3817.16,,-0.86%
10/16/2013,3856.42,3853.04,3868.27,3840.01,,0.09%
10/15/2013,3853.04,3844.8,3856.51,3836.96,,0.21%
10/14/2013,3844.8,3837.16,3845.34,3818.89,,0.20%
10/11/2013,3837.16,3819.99,3839.43,3814.1,,0.46%
10/10/2013,3819.44,3776.53,3825.1,3776.53,,1.14%
10/09/2013,3776.53,3809.79,3819.07,3774.72,,-0.87%
10/08/2013,3809.79,3812.86,3820.23,3796.24,,-0.08%
10/07/2013,3812.86,3839.24,3839.4,3802.01,,-0.69%
10/04/2013,3839.24,3832,3841.64,3830.63,,0.33%
10/03/2013,3826.61,3821.79,3837.59,3808.46,,0.13%
10/02/2013,3821.79,3855.7,3860.58,3819.59,,-0.88%
10/01/2013,3855.7,3823.85,3858.11,3822.46,,0.83%
09/30/2013,3823.85,3872.91,3872.91,3822.82,,-1.27%
09/27/2013,3872.91,3896.27,3896.27,3859.54,,-0.60%
09/26/2013,3896.27,3902.07,3919.8,3890.87,,-0.15%
09/25/2013,3902.07,3918.11,4414.61,3883.45,,-0.41%
09/24/2013,3918.11,3952.03,3952.03,3907.02,,-0.82%
09/23/2013,3950.45,3820.84,3964.35,3820.84,,3.39%
09/17/2013,3820.84,3835.2,3844.74,3812.43,,-0.37%
09/16/2013,3835.03,3791.66,3849.03,3513.99,,1.14%
09/13/2013,3791.66,3830.97,3832.07,3790.97,,-1.03%
09/12/2013,3830.97,3903.44,3904.61,3820.79,,-1.86%
09/11/2013,3903.44,3893.42,3915.76,3625.95,,0.26%
09/10/2013,3893.42,3893.53,3946.9,3858.61,,0.00%
09/09/2013,3893.53,3799.28,3900.11,3799.28,,2.48%
09/06/2013,3799.28,3709.79,3803.83,3709.79,,2.41%
09/05/2013,3709.79,3618.64,3711.66,3618.64,,2.52%
09/04/2013,3618.64,3613.7,3626.57,3613.61,,0.14%
09/03/2013,3613.7,3639.13,3647.52,3611.91,,-0.70%
09/02/2013,3639.13,3628.73,3656.08,3628.5,,0.29%
08/30/2013,3628.73,3554.45,3632.1,3553.48,,2.09%
08/29/2013,3554.45,3537.81,3575.5,3531.18,,0.47%
08/28/2013,3537.81,3558.24,3591.17,3532.6,,-0.57%
08/27/2013,3558.24,3641.24,3641.24,3556.89,,-2.28%
08/26/2013,3641.24,3660.9,3684.36,3640.04,,-0.52%
08/23/2013,3660.17,3616.15,3661.42,3616.15,,1.22%
08/22/2013,3616.15,3621.79,3651.68,3611.84,,-0.12%
08/21/2013,3620.66,3687.19,3687.19,3616.85,,-1.80%
08/20/2013,3687.19,3702.92,3714.2,3680.4,,-0.42%
08/19/2013,3702.92,3730.4,3731.56,3697.97,,-0.74%
08/16/2013,3730.4,3759.45,3763.26,3728.17,,-0.77%
08/14/2013,3759.45,3775.22,3776.33,3748.24,,-0.42%
08/13/2013,3775.22,3785.04,3800.14,3763.32,,-0.26%
08/12/2013,3785.04,3779.02,3794.09,3777.58,,0.16%
08/09/2013,3779.02,3740.59,3786.78,3730.07,,1.03%
08/08/2013,3740.59,3666.22,3749.28,3666.22,,2.03%
08/07/2013,3666.22,3711.01,3713.22,3659.54,,-1.21%
08/06/2013,3711.01,3778.91,3784.54,3704.88,,-1.80%
08/05/2013,3778.91,3820.54,3822.67,3767.16,,-1.09%
08/02/2013,3820.54,3830.59,3855.89,3815.49,,-0.26%
08/01/2013,3830.59,3732.54,3833.08,3732.54,,2.63%
07/31/2013,3732.54,3748.36,3753.49,3708.66,,-0.42%
07/30/2013,3748.36,3803.89,3803.89,3731.84,,-1.46%
07/29/2013,3803.89,3809.52,3811.24,3783.95,,-0.15%
07/26/2013,3809.52,3849.89,3852.74,3807.51,,-1.05%
07/25/2013,3849.89,3872.01,3872.41,3847.79,,-0.57%
07/24/2013,3872.01,3859.95,3884.23,3859.95,,0.31%
07/23/2013,3859.95,3859.92,3873.95,3848.97,,0.00%
07/22/2013,3859.92,3852.57,3864.13,3848.65,,0.19%
07/19/2013,3852.57,3909.94,3909.94,3845.82,,-1.47%
07/18/2013,3909.94,3864.43,3924.35,3864.43,,1.18%
07/17/2013,3864.43,3806.92,3875.51,3806.92,,1.51%
07/15/2013,3806.92,3740.3,3808.11,3734.97,,1.78%
07/12/2013,3740.3,3730.44,3750.93,3709.99,,0.26%
07/11/2013,3730.44,3735.91,3782.14,3724.11,,-0.15%
07/10/2013,3735.91,3777.95,3791.85,3730.54,,-1.11%
07/09/2013,3777.95,3817.7,3821.3,3757.64,,-1.04%
07/08/2013,3817.7,3831.92,3843.15,3814.05,,-0.37%
07/05/2013,3831.92,3866.23,3876.71,3826.09,,-0.89%
07/04/2013,3866.23,3847.62,3875.4,3847.18,,0.48%
07/03/2013,3847.62,3876.62,3877.79,3842.3,,-0.75%
07/02/2013,3876.62,3953.87,3955.96,3861.49,,-1.95%
07/01/2013,3953.87,4029.67,4038.35,3952.61,,-1.88%
06/28/2013,4029.67,3961.88,4033.13,3958.32,,1.71%
06/27/2013,3961.88,3903.31,3965.51,3903.31,,1.50%
06/26/2013,3903.31,3821.26,3913.09,3821.26,,2.15%
06/25/2013,3821.26,3802.19,3845.75,3802.19,,0.50%
06/24/2013,3802.19,3821.74,3821.74,3723.89,,-0.51%
